//X Y Z Scalar_field Scalar_field_#2 Scalar_field_#3
11.805900 -1.602400 2245.966553 2128.0000 892.0000 1522.0000
11.814700 -1.599200 2245.966064 2128.0000 893.0000 1456.0000
11.820000 -1.591000 2245.967285 2128.0000 894.0000 1585.0000
11.849000 -1.567500 2245.968750 2128.0000 898.0000 1543.0000
11.852100 -1.553200 2245.971680 2128.0000 899.0000 1508.0000
11.856600 -1.541300 2245.973633 2128.0000 900.0000 1560.0000
11.863300 -1.534100 2245.974365 2128.0000 901.0000 1548.0000
11.866800 -1.518400 2245.977539 2128.0000 902.0000 1485.0000
11.872000 -1.508400 2245.979004 2128.0000 903.0000 1405.0000
11.873700 -1.492200 2245.982666 2128.0000 904.0000 1427.0000
11.874500 -1.473300 2245.986816 2128.0000 905.0000 1489.0000
11.873500 -1.449900 2245.992188 2128.0000 906.0000 1470.0000
11.529400 -1.611100 2245.992188 2129.0000 863.0000 1328.0000
11.547400 -1.628100 2245.986084 2129.0000 864.0000 1374.0000
11.548700 -1.611000 2245.989502 2129.0000 865.0000 1417.0000
11.560600 -1.614900 2245.987061 2129.0000 866.0000 1450.0000
11.578700 -1.631900 2245.980957 2129.0000 867.0000 1352.0000
11.617300 -1.651400 2245.971191 2129.0000 870.0000 1500.0000
11.627100 -1.651000 2245.970215 2129.0000 871.0000 1440.0000
11.636600 -1.650700 2245.968750 2129.0000 872.0000 1504.0000
11.647300 -1.653800 2245.966797 2129.0000 873.0000 1513.0000
11.655300 -1.650200 2245.966309 2129.0000 874.0000 1494.0000
11.665300 -1.651800 2245.964600 2129.0000 875.0000 1515.0000
11.674100 -1.650700 2245.963867 2129.0000 876.0000 1475.0000
11.684300 -1.652500 2245.962158 2129.0000 877.0000 1521.0000
11.692100 -1.647800 2245.962158 2129.0000 878.0000 1574.0000
11.763300 -1.614200 2245.960205 2129.0000 887.0000 1575.0000
11.773800 -1.616700 2245.958252 2129.0000 888.0000 1600.0000
11.814100 -1.598300 2245.957031 2129.0000 893.0000 1445.0000
11.819900 -1.591200 2245.958008 2129.0000 894.0000 1598.0000
11.827500 -1.585000 2245.958252 2129.0000 895.0000 1568.0000
11.848300 -1.566400 2245.959717 2129.0000 898.0000 1547.0000
11.852500 -1.554400 2245.961914 2129.0000 899.0000 1522.0000
11.855400 -1.539300 2245.965088 2129.0000 900.0000 1548.0000
11.863400 -1.534900 2245.965088 2129.0000 901.0000 1532.0000
11.865300 -1.515600 2245.968994 2129.0000 902.0000 1501.0000
11.871400 -1.507600 2245.970215 2129.0000 903.0000 1388.0000
11.873500 -1.492200 2245.973389 2129.0000 904.0000 1419.0000
11.873800 -1.472200 2245.977783 2129.0000 905.0000 1452.0000
11.872200 -1.447500 2245.983643 2129.0000 906.0000 1511.0000
11.510500 -1.572700 2245.994141 2130.0000 863.0000 1318.0000
11.555700 -1.645600 2245.971680 2130.0000 864.0000 1441.0000
11.547900 -1.609900 2245.980713 2130.0000 865.0000 1483.0000
11.558600 -1.611200 2245.979004 2130.0000 866.0000 1459.0000
11.577900 -1.630500 2245.971924 2130.0000 867.0000 1377.0000
11.626700 -1.650700 2245.960938 2130.0000 871.0000 1495.0000
11.635400 -1.648600 2245.960205 2130.0000 872.0000 1536.0000
11.646300 -1.652300 2245.958008 2130.0000 873.0000 1481.0000
11.654800 -1.649600 2245.957520 2130.0000 874.0000 1504.0000
11.666300 -1.654400 2245.954834 2130.0000 875.0000 1499.0000
11.675100 -1.653100 2245.953857 2130.0000 876.0000 1484.0000
11.682300 -1.648700 2245.953857 2130.0000 877.0000 1401.0000
11.756300 -1.621000 2245.950195 2130.0000 886.0000 1542.0000
11.765700 -1.619800 2245.949463 2130.0000 887.0000 1592.0000
11.773200 -1.616100 2245.949219 2130.0000 888.0000 1585.0000
11.796000 -1.602600 2245.949219 2130.0000 891.0000 1513.0000
11.813500 -1.597700 2245.947998 2130.0000 893.0000 1430.0000
11.819200 -1.590200 2245.948975 2130.0000 894.0000 1584.0000
11.828000 -1.586500 2245.948730 2130.0000 895.0000 1534.0000
11.831900 -1.572700 2245.951416 2130.0000 896.0000 1560.0000
11.852600 -1.555000 2245.952637 2130.0000 899.0000 1531.0000
11.855000 -1.538900 2245.955811 2130.0000 900.0000 1558.0000
11.863400 -1.535300 2245.955566 2130.0000 901.0000 1521.0000
11.864600 -1.514500 2245.960205 2130.0000 902.0000 1538.0000
11.870400 -1.506000 2245.961182 2130.0000 903.0000 1447.0000
11.873200 -1.492100 2245.964111 2130.0000 904.0000 1441.0000
11.872800 -1.470700 2245.968994 2130.0000 905.0000 1427.0000
11.871300 -1.446000 2245.974854 2130.0000 906.0000 1481.0000
11.501700 -1.555300 2245.989746 2131.0000 863.0000 1330.0000
11.552900 -1.640200 2245.963867 2131.0000 864.0000 1457.0000
11.555800 -1.626500 2245.966553 2131.0000 865.0000 1507.0000
11.557400 -1.609200 2245.970215 2131.0000 866.0000 1452.0000
11.575900 -1.627000 2245.963867 2131.0000 867.0000 1438.0000
11.624800 -1.626900 2245.957275 2131.0000 872.0000 1532.0000
11.643200 -1.646200 2245.950439 2131.0000 873.0000 1505.0000
11.654400 -1.649300 2245.948242 2131.0000 874.0000 1537.0000
11.666200 -1.654600 2245.945557 2131.0000 875.0000 1490.0000
11.755500 -1.619700 2245.941406 2131.0000 886.0000 1585.0000
11.764300 -1.617400 2245.940918 2131.0000 887.0000 1597.0000
11.771600 -1.613000 2245.940918 2131.0000 888.0000 1593.0000
11.795700 -1.602500 2245.939941 2131.0000 891.0000 1508.0000
11.804400 -1.600600 2245.939209 2131.0000 892.0000 1507.0000
11.812800 -1.596600 2245.939209 2131.0000 893.0000 1503.0000
11.818700 -1.589600 2245.939941 2131.0000 894.0000 1569.0000
11.828600 -1.588200 2245.938965 2131.0000 895.0000 1489.0000
11.832400 -1.574300 2245.941650 2131.0000 896.0000 1571.0000
11.839900 -1.569700 2245.941650 2131.0000 897.0000 1537.0000
11.850400 -1.550800 2245.944580 2131.0000 899.0000 1510.0000
11.855200 -1.539600 2245.946289 2131.0000 900.0000 1565.0000
11.862400 -1.533600 2245.947021 2131.0000 901.0000 1490.0000
11.863200 -1.511800 2245.951660 2131.0000 902.0000 1557.0000
11.869300 -1.503900 2245.952637 2131.0000 903.0000 1451.0000
11.871600 -1.489000 2245.955811 2131.0000 904.0000 1491.0000
11.871700 -1.468700 2245.960205 2131.0000 905.0000 1453.0000
11.871900 -1.447700 2245.965088 2131.0000 906.0000 1455.0000
11.500700 -1.553600 2245.980957 2132.0000 863.0000 1337.0000
11.541400 -1.617200 2245.961182 2132.0000 864.0000 1400.0000
11.563000 -1.641600 2245.952881 2132.0000 865.0000 1537.0000
11.555800 -1.606400 2245.961914 2132.0000 866.0000 1453.0000
11.596100 -1.629600 2245.951172 2132.0000 869.0000 1479.0000
11.654000 -1.648900 2245.939209 2132.0000 874.0000 1506.0000
11.715200 -1.637600 2245.933594 2132.0000 881.0000 1569.0000
11.725200 -1.637300 2245.932373 2132.0000 882.0000 1569.0000
11.755000 -1.619200 2245.932373 2132.0000 886.0000 1595.0000
11.762800 -1.614600 2245.932373 2132.0000 887.0000 1595.0000
11.770600 -1.611400 2245.932129 2132.0000 888.0000 1586.0000
11.804700 -1.601600 2245.929688 2132.0000 892.0000 1475.0000
11.812400 -1.596200 2245.929932 2132.0000 893.0000 1499.0000
11.817900 -1.588200 2245.931152 2132.0000 894.0000 1586.0000
11.827900 -1.587300 2245.929932 2132.0000 895.0000 1525.0000
11.833000 -1.576000 2245.931885 2132.0000 896.0000 1533.0000
11.840300 -1.570900 2245.932129 2132.0000 897.0000 1527.0000
11.855000 -1.539600 2245.937256 2132.0000 900.0000 1562.0000
11.860700 -1.530300 2245.938721 2132.0000 901.0000 1493.0000
11.862800 -1.511400 2245.942627 2132.0000 902.0000 1530.0000
11.868700 -1.503000 2245.943604 2132.0000 903.0000 1402.0000
11.871100 -1.488400 2245.946777 2132.0000 904.0000 1483.0000
11.871100 -1.467700 2245.951416 2132.0000 905.0000 1456.0000
11.872300 -1.449100 2245.955322 2132.0000 906.0000 1433.0000
11.501700 -1.556100 2245.970947 2133.0000 863.0000 1335.0000
11.538500 -1.611700 2245.953613 2133.0000 864.0000 1405.0000
11.554200 -1.624000 2245.948730 2133.0000 865.0000 1403.0000
11.555700 -1.606500 2245.952393 2133.0000 866.0000 1389.0000
11.597100 -1.632100 2245.941162 2133.0000 869.0000 1445.0000
11.611900 -1.641900 2245.937012 2133.0000 870.0000 1552.0000
11.622300 -1.642800 2245.935547 2133.0000 871.0000 1511.0000
11.707700 -1.639700 2245.924805 2133.0000 880.0000 1591.0000
11.714800 -1.637100 2245.924561 2133.0000 881.0000 1539.0000
11.754800 -1.619100 2245.923096 2133.0000 886.0000 1573.0000
11.761700 -1.612600 2245.923828 2133.0000 887.0000 1587.0000
11.769700 -1.610000 2245.923340 2133.0000 888.0000 1583.0000
11.803400 -1.599200 2245.921387 2133.0000 892.0000 1505.0000
11.811100 -1.593800 2245.921387 2133.0000 893.0000 1543.0000
11.817600 -1.588100 2245.921875 2133.0000 894.0000 1525.0000
11.827100 -1.586000 2245.921143 2133.0000 895.0000 1497.0000
11.832600 -1.575600 2245.922852 2133.0000 896.0000 1480.0000
11.839400 -1.569500 2245.923340 2133.0000 897.0000 1483.0000
11.845100 -1.561300 2245.924316 2133.0000 898.0000 1480.0000
11.859600 -1.528400 2245.929932 2133.0000 901.0000 1489.0000
11.862300 -1.510800 2245.933594 2133.0000 902.0000 1510.0000
11.868200 -1.502400 2245.934570 2133.0000 903.0000 1434.0000
11.870300 -1.487100 2245.937744 2133.0000 904.0000 1503.0000
11.870600 -1.467200 2245.942139 2133.0000 905.0000 1461.0000
11.508400 -1.570100 2245.957520 2134.0000 863.0000 1252.0000
11.533700 -1.602200 2245.947021 2134.0000 864.0000 1440.0000
11.542100 -1.599500 2245.946533 2134.0000 865.0000 1407.0000
11.555100 -1.605800 2245.943359 2134.0000 866.0000 1400.0000
11.596800 -1.631900 2245.931885 2134.0000 869.0000 1471.0000
11.694900 -1.634300 2245.918457 2134.0000 879.0000 1614.0000
11.707000 -1.638600 2245.916016 2134.0000 880.0000 1578.0000
11.713500 -1.634800 2245.916016 2134.0000 881.0000 1587.0000
11.761100 -1.611900 2245.914795 2134.0000 887.0000 1583.0000
11.769200 -1.609300 2245.914307 2134.0000 888.0000 1571.0000
11.800100 -1.592600 2245.914063 2134.0000 892.0000 1526.0000
11.810400 -1.592700 2245.912598 2134.0000 893.0000 1543.0000
11.817200 -1.587500 2245.912842 2134.0000 894.0000 1478.0000
11.825700 -1.583400 2245.912598 2134.0000 895.0000 1550.0000
11.831100 -1.572800 2245.914307 2134.0000 896.0000 1541.0000
11.838700 -1.568500 2245.914307 2134.0000 897.0000 1489.0000
11.843200 -1.557500 2245.916260 2134.0000 898.0000 1468.0000
11.856300 -1.521700 2245.922607 2134.0000 901.0000 1484.0000
11.862000 -1.510700 2245.924316 2134.0000 902.0000 1460.0000
11.868900 -1.504400 2245.924805 2134.0000 903.0000 1387.0000
11.869100 -1.484800 2245.929199 2134.0000 904.0000 1485.0000
11.870500 -1.467300 2245.932861 2134.0000 905.0000 1441.0000
11.868000 -1.417600 2245.944336 2134.0000 907.0000 1193.0000
11.506700 -1.567200 2245.949219 2135.0000 863.0000 1358.0000
11.523300 -1.581400 2245.943848 2135.0000 864.0000 1408.0000
11.538200 -1.592100 2245.939453 2135.0000 865.0000 1434.0000
11.552900 -1.601600 2245.935303 2135.0000 866.0000 1411.0000
11.693700 -1.632300 2245.909912 2135.0000 879.0000 1615.0000
11.706400 -1.637900 2245.906982 2135.0000 880.0000 1575.0000
11.712600 -1.633500 2245.906982 2135.0000 881.0000 1587.0000
11.722300 -1.632500 2245.906006 2135.0000 882.0000 1585.0000
11.729900 -1.628300 2245.906006 2135.0000 883.0000 1573.0000
11.809100 -1.590400 2245.904053 2135.0000 893.0000 1560.0000
11.816500 -1.586700 2245.903809 2135.0000 894.0000 1490.0000
11.824800 -1.581800 2245.903809 2135.0000 895.0000 1554.0000
11.830100 -1.571100 2245.905518 2135.0000 896.0000 1543.0000
11.861700 -1.510500 2245.915039 2135.0000 902.0000 1473.0000
11.868100 -1.503100 2245.916016 2135.0000 903.0000 1422.0000
11.868200 -1.483300 2245.920410 2135.0000 904.0000 1481.0000
11.868700 -1.464000 2245.924561 2135.0000 905.0000 1450.0000
11.867500 -1.416900 2245.935303 2135.0000 907.0000 1323.0000
11.519400 -1.573800 2245.936523 2136.0000 864.0000 1409.0000
11.536100 -1.588200 2245.931152 2136.0000 865.0000 1441.0000
11.551000 -1.598100 2245.927002 2136.0000 866.0000 1440.0000
11.670600 -1.646300 2245.900391 2136.0000 876.0000 1442.0000
11.687000 -1.640300 2245.899658 2136.0000 878.0000 1560.0000
11.692600 -1.630400 2245.901123 2136.0000 879.0000 1594.0000
11.705600 -1.636600 2245.898193 2136.0000 880.0000 1581.0000
11.711900 -1.632400 2245.898193 2136.0000 881.0000 1587.0000
11.721500 -1.631300 2245.897217 2136.0000 882.0000 1586.0000
11.729600 -1.627900 2245.896973 2136.0000 883.0000 1569.0000
11.745900 -1.621600 2245.895996 2136.0000 885.0000 1575.0000
11.754000 -1.618800 2245.895752 2136.0000 886.0000 1588.0000
11.784100 -1.599500 2245.895996 2136.0000 890.0000 1564.0000
11.807400 -1.587200 2245.895752 2136.0000 893.0000 1510.0000
11.815100 -1.584100 2245.895508 2136.0000 894.0000 1465.0000
11.801800 -1.533000 2245.908691 2136.0000 895.0000 1527.0000
11.840600 -1.531800 2245.903809 2136.0000 899.0000 1532.0000
11.874200 -1.516800 2245.902832 2136.0000 903.0000 1346.0000
11.867300 -1.461400 2245.916016 2136.0000 905.0000 1459.0000
11.866600 -1.415600 2245.926514 2136.0000 907.0000 1356.0000
11.516800 -1.568800 2245.928711 2137.0000 864.0000 1372.0000
11.534200 -1.584700 2245.922852 2137.0000 865.0000 1441.0000
11.550400 -1.597400 2245.917969 2137.0000 866.0000 1443.0000
11.669600 -1.644700 2245.891846 2137.0000 876.0000 1480.0000
11.728400 -1.626000 2245.888184 2137.0000 883.0000 1543.0000
11.745600 -1.621300 2245.886963 2137.0000 885.0000 1603.0000
11.753300 -1.617800 2245.886719 2137.0000 886.0000 1589.0000
11.762200 -1.615600 2245.885986 2137.0000 887.0000 1564.0000
11.791100 -1.595400 2245.886719 2137.0000 891.0000 1582.0000
11.843700 -1.560100 2245.887939 2137.0000 898.0000 1505.0000
11.847000 -1.546200 2245.890381 2137.0000 899.0000 1485.0000
11.852900 -1.537400 2245.891602 2137.0000 900.0000 1535.0000
11.863300 -1.493600 2245.900146 2137.0000 903.0000 1177.0000
11.867500 -1.462200 2245.906494 2137.0000 905.0000 1435.0000
11.868400 -1.442800 2245.910889 2137.0000 906.0000 1465.0000
11.865600 -1.413700 2245.917480 2137.0000 907.0000 1347.0000
11.514700 -1.565000 2245.920410 2138.0000 864.0000 1255.0000
11.532900 -1.582400 2245.914307 2138.0000 865.0000 1383.0000
11.552500 -1.602000 2245.907471 2138.0000 866.0000 1408.0000
11.653500 -1.631100 2245.887695 2138.0000 875.0000 1468.0000
11.728400 -1.626200 2245.878906 2138.0000 883.0000 1468.0000
11.745100 -1.620700 2245.877930 2138.0000 885.0000 1602.0000
11.752800 -1.617100 2245.877686 2138.0000 886.0000 1561.0000
11.761500 -1.614400 2245.877197 2138.0000 887.0000 1569.0000
11.767500 -1.607500 2245.877930 2138.0000 888.0000 1541.0000
11.777200 -1.606200 2245.876953 2138.0000 889.0000 1552.0000
11.811400 -1.554500 2245.884033 2138.0000 895.0000 1503.0000
11.829800 -1.571800 2245.877686 2138.0000 896.0000 1527.0000
11.837000 -1.566500 2245.878174 2138.0000 897.0000 1516.0000
11.842400 -1.557700 2245.879395 2138.0000 898.0000 1500.0000
11.847400 -1.547500 2245.880859 2138.0000 899.0000 1462.0000
11.852500 -1.536900 2245.882568 2138.0000 900.0000 1537.0000
11.909000 -1.573800 2245.867188 2138.0000 904.0000 1244.0000
11.875000 -1.479100 2245.892578 2138.0000 905.0000 1423.0000
11.867600 -1.441700 2245.901855 2138.0000 906.0000 1426.0000
11.865400 -1.413900 2245.908203 2138.0000 907.0000 1348.0000
11.518900 -1.574100 2245.908691 2139.0000 864.0000 1239.0000
11.531900 -1.580800 2245.905518 2139.0000 865.0000 1437.0000
11.684800 -1.636900 2245.873047 2139.0000 878.0000 1503.0000
11.695000 -1.636900 2245.871582 2139.0000 879.0000 1515.0000
11.703200 -1.632700 2245.871582 2139.0000 880.0000 1522.0000
11.711600 -1.633000 2245.870361 2139.0000 881.0000 1552.0000
11.719000 -1.627300 2245.870605 2139.0000 882.0000 1577.0000
11.744600 -1.620100 2245.868896 2139.0000 885.0000 1579.0000
11.751500 -1.614700 2245.869141 2139.0000 886.0000 1599.0000
11.760100 -1.611800 2245.868896 2139.0000 887.0000 1564.0000
11.766800 -1.606300 2245.869141 2139.0000 888.0000 1564.0000
11.776900 -1.606100 2245.867920 2139.0000 889.0000 1535.0000
11.822800 -1.579400 2245.867920 2139.0000 895.0000 1516.0000
11.829000 -1.570600 2245.868896 2139.0000 896.0000 1565.0000
11.836400 -1.565600 2245.869141 2139.0000 897.0000 1501.0000
11.841200 -1.555600 2245.870605 2139.0000 898.0000 1528.0000
11.846600 -1.546100 2245.872070 2139.0000 899.0000 1502.0000
11.853100 -1.538700 2245.872803 2139.0000 900.0000 1506.0000
11.922000 -1.582300 2245.854492 2139.0000 905.0000 1259.0000
11.865900 -1.415400 2245.898682 2139.0000 907.0000 1393.0000
11.545200 -1.628200 2245.884033 2140.0000 864.0000 1188.0000
11.607800 -1.636300 2245.874023 2140.0000 870.0000 1431.0000
11.676300 -1.640300 2245.864258 2140.0000 877.0000 1493.0000
11.685100 -1.637800 2245.863525 2140.0000 878.0000 1496.0000
11.693500 -1.634000 2245.863281 2140.0000 879.0000 1521.0000
11.702800 -1.632400 2245.862549 2140.0000 880.0000 1563.0000
11.711200 -1.632500 2245.861328 2140.0000 881.0000 1581.0000
11.718800 -1.627400 2245.861572 2140.0000 882.0000 1573.0000
11.735100 -1.620300 2245.860840 2140.0000 884.0000 1526.0000
11.744600 -1.620600 2245.859619 2140.0000 885.0000 1547.0000
11.751200 -1.614500 2245.860107 2140.0000 886.0000 1585.0000
11.759100 -1.610200 2245.860107 2140.0000 887.0000 1567.0000
11.766100 -1.605300 2245.860107 2140.0000 888.0000 1578.0000
11.776200 -1.605100 2245.858887 2140.0000 889.0000 1535.0000
11.762500 -1.555200 2245.871582 2140.0000 890.0000 1514.0000
11.806000 -1.586000 2245.859375 2140.0000 893.0000 1511.0000
11.822000 -1.578100 2245.858887 2140.0000 895.0000 1529.0000
11.829200 -1.571400 2245.859619 2140.0000 896.0000 1554.0000
11.835100 -1.563400 2245.860596 2140.0000 897.0000 1497.0000
11.840400 -1.554200 2245.861816 2140.0000 898.0000 1532.0000
11.846500 -1.546400 2245.862793 2140.0000 899.0000 1518.0000
11.853800 -1.540700 2245.863037 2140.0000 900.0000 1519.0000
11.858200 -1.528400 2245.865234 2140.0000 901.0000 1399.0000
11.861100 -1.490200 2245.873291 2140.0000 903.0000 1421.0000
11.866000 -1.416100 2245.889160 2140.0000 907.0000 1401.0000
11.665800 -1.638500 2245.856689 2141.0000 876.0000 1521.0000
11.675100 -1.638200 2245.855713 2141.0000 877.0000 1528.0000
11.684500 -1.637000 2245.854492 2141.0000 878.0000 1492.0000
11.693100 -1.633600 2245.854248 2141.0000 879.0000 1474.0000
11.703200 -1.633600 2245.852783 2141.0000 880.0000 1532.0000
11.710900 -1.632400 2245.852295 2141.0000 881.0000 1577.0000
11.718700 -1.627600 2245.852295 2141.0000 882.0000 1582.0000
11.735400 -1.621300 2245.851318 2141.0000 884.0000 1528.0000
11.744500 -1.620800 2245.850342 2141.0000 885.0000 1542.0000
11.751600 -1.615900 2245.850586 2141.0000 886.0000 1573.0000
11.758900 -1.610200 2245.850830 2141.0000 887.0000 1571.0000
11.766400 -1.606300 2245.850586 2141.0000 888.0000 1569.0000
11.775100 -1.603100 2245.850342 2141.0000 889.0000 1554.0000
11.809700 -1.574800 2245.852051 2141.0000 894.0000 1470.0000
11.821600 -1.577600 2245.849854 2141.0000 895.0000 1504.0000
11.828900 -1.571200 2245.850342 2141.0000 896.0000 1570.0000
11.833500 -1.560300 2245.852295 2141.0000 897.0000 1519.0000
11.838500 -1.550700 2245.853760 2141.0000 898.0000 1540.0000
11.846600 -1.547000 2245.853516 2141.0000 899.0000 1471.0000
11.854700 -1.543100 2245.853271 2141.0000 900.0000 1437.0000
11.859100 -1.530900 2245.855469 2141.0000 901.0000 1429.0000
11.865300 -1.414900 2245.880127 2141.0000 907.0000 1466.0000
11.575400 -1.611200 2245.865234 2142.0000 868.0000 1373.0000
11.652600 -1.631000 2245.850830 2142.0000 875.0000 1529.0000
11.665700 -1.638600 2245.847412 2142.0000 876.0000 1488.0000
11.674900 -1.638400 2245.846191 2142.0000 877.0000 1477.0000
11.683400 -1.635200 2245.845947 2142.0000 878.0000 1539.0000
11.693000 -1.633800 2245.844971 2142.0000 879.0000 1493.0000
11.702700 -1.632900 2245.843994 2142.0000 880.0000 1528.0000
11.710400 -1.631800 2245.843262 2142.0000 881.0000 1565.0000
11.718200 -1.626900 2245.843262 2142.0000 882.0000 1577.0000
11.734600 -1.620000 2245.842529 2142.0000 884.0000 1571.0000
11.743800 -1.619700 2245.841553 2142.0000 885.0000 1560.0000
11.751500 -1.616100 2245.841309 2142.0000 886.0000 1576.0000
11.758400 -1.609600 2245.841797 2142.0000 887.0000 1573.0000
11.751700 -1.575400 2245.850098 2142.0000 888.0000 1568.0000
11.822200 -1.579400 2245.840088 2142.0000 895.0000 1465.0000
11.828100 -1.569900 2245.841553 2142.0000 896.0000 1587.0000
11.833800 -1.561300 2245.842773 2142.0000 897.0000 1510.0000
11.836700 -1.547300 2245.845459 2142.0000 898.0000 1575.0000
11.845400 -1.545000 2245.844727 2142.0000 899.0000 1484.0000
11.843900 -1.520300 2245.850342 2142.0000 900.0000 1417.0000
11.865400 -1.415600 2245.870605 2142.0000 907.0000 1411.0000
11.549100 -1.597300 2245.862305 2143.0000 866.0000 1426.0000
11.561900 -1.603100 2245.859619 2143.0000 867.0000 1490.0000
11.659600 -1.645900 2245.837402 2143.0000 875.0000 1432.0000
11.664400 -1.636400 2245.838867 2143.0000 876.0000 1499.0000
11.674300 -1.637500 2245.837402 2143.0000 877.0000 1511.0000
11.682700 -1.634100 2245.837158 2143.0000 878.0000 1554.0000
11.692700 -1.633600 2245.835693 2143.0000 879.0000 1548.0000
11.701600 -1.631100 2245.835205 2143.0000 880.0000 1532.0000
11.709500 -1.630400 2245.834473 2143.0000 881.0000 1555.0000
11.718000 -1.627000 2245.833984 2143.0000 882.0000 1456.0000
11.735100 -1.621600 2245.833008 2143.0000 884.0000 1552.0000
11.743500 -1.619600 2245.832275 2143.0000 885.0000 1528.0000
11.751300 -1.616200 2245.832031 2143.0000 886.0000 1530.0000
11.758100 -1.609500 2245.832764 2143.0000 887.0000 1566.0000
11.779300 -1.572700 2245.837891 2143.0000 891.0000 1476.0000
11.790300 -1.575800 2245.835938 2143.0000 892.0000 1494.0000
11.821400 -1.578200 2245.831299 2143.0000 895.0000 1523.0000
11.827500 -1.569100 2245.832520 2143.0000 896.0000 1562.0000
11.832700 -1.559500 2245.833984 2143.0000 897.0000 1497.0000
11.816700 -1.504400 2245.848145 2143.0000 898.0000 1557.0000
11.545200 -1.589700 2245.855225 2144.0000 866.0000 1440.0000
11.560000 -1.599700 2245.851318 2144.0000 867.0000 1499.0000
11.664400 -1.636900 2245.829590 2144.0000 876.0000 1472.0000
11.673500 -1.636300 2245.828613 2144.0000 877.0000 1555.0000
11.682200 -1.633600 2245.827881 2144.0000 878.0000 1562.0000
11.691900 -1.632300 2245.826904 2144.0000 879.0000 1561.0000
11.700900 -1.630100 2245.826416 2144.0000 880.0000 1553.0000
11.709300 -1.630400 2245.825195 2144.0000 881.0000 1516.0000
11.733100 -1.617800 2245.824951 2144.0000 884.0000 1511.0000
11.743600 -1.620200 2245.822998 2144.0000 885.0000 1476.0000
11.752400 -1.618800 2245.822266 2144.0000 886.0000 1393.0000
11.759900 -1.613700 2245.822266 2144.0000 887.0000 1470.0000
11.754100 -1.581500 2245.830078 2144.0000 888.0000 1578.0000
11.820700 -1.577000 2245.822510 2144.0000 895.0000 1534.0000
11.523400 -1.565900 2245.854004 2145.0000 865.0000 1311.0000
11.546200 -1.592100 2245.845459 2145.0000 866.0000 1428.0000
11.564800 -1.609900 2245.839111 2145.0000 867.0000 1428.0000
11.644800 -1.635200 2245.823242 2145.0000 874.0000 1497.0000
11.672500 -1.634700 2245.819824 2145.0000 877.0000 1541.0000
11.682200 -1.633900 2245.818604 2145.0000 878.0000 1557.0000
11.691300 -1.631500 2245.818115 2145.0000 879.0000 1562.0000
11.701100 -1.631000 2245.816895 2145.0000 880.0000 1530.0000
11.708300 -1.628800 2245.816406 2145.0000 881.0000 1563.0000
11.742800 -1.619100 2245.814209 2145.0000 885.0000 1470.0000
11.751400 -1.617200 2245.813477 2145.0000 886.0000 1460.0000
11.760300 -1.615000 2245.812744 2145.0000 887.0000 1430.0000
11.765200 -1.605600 2245.814209 2145.0000 888.0000 1555.0000
11.529400 -1.598300 2245.836914 2146.0000 864.0000 1148.0000
11.527000 -1.573600 2245.842529 2146.0000 865.0000 1346.0000
11.546100 -1.592300 2245.836182 2146.0000 866.0000 1461.0000
11.638100 -1.621700 2245.817871 2146.0000 874.0000 1494.0000
11.678500 -1.647600 2245.806885 2146.0000 877.0000 1397.0000
11.682000 -1.634000 2245.809570 2146.0000 878.0000 1564.0000
11.691000 -1.631400 2245.808838 2146.0000 879.0000 1568.0000
11.700600 -1.630400 2245.807861 2146.0000 880.0000 1549.0000
11.708900 -1.630500 2245.806885 2146.0000 881.0000 1483.0000
11.747900 -1.610200 2245.806152 2146.0000 886.0000 1481.0000
11.757000 -1.608400 2245.805420 2146.0000 887.0000 1538.0000
11.764500 -1.604500 2245.805420 2146.0000 888.0000 1518.0000
11.512100 -1.563500 2245.837402 2147.0000 864.0000 1255.0000
11.527900 -1.576000 2245.832764 2147.0000 865.0000 1382.0000
11.545400 -1.591200 2245.827148 2147.0000 866.0000 1430.0000
11.680200 -1.630700 2245.801270 2147.0000 878.0000 1562.0000
11.688500 -1.626500 2245.801025 2147.0000 879.0000 1548.0000
11.506000 -1.551200 2245.831543 2148.0000 864.0000 1351.0000
11.524900 -1.570300 2245.824951 2148.0000 865.0000 1399.0000
11.543500 -1.587700 2245.818848 2148.0000 866.0000 1405.0000
11.897300 -1.638700 2245.762695 2148.0000 900.0000 1349.0000
11.897000 -1.616400 2245.767578 2148.0000 901.0000 1341.0000
11.891600 -1.581600 2245.775879 2148.0000 902.0000 1349.0000
11.885400 -1.546900 2245.784180 2148.0000 903.0000 1359.0000
11.875400 -1.505000 2245.794434 2148.0000 904.0000 1449.0000
11.869400 -1.471600 2245.802246 2148.0000 905.0000 1275.0000
11.521900 -1.564500 2245.817383 2149.0000 865.0000 1396.0000
11.545000 -1.591400 2245.808594 2149.0000 866.0000 1365.0000
11.873600 -1.650300 2245.754150 2149.0000 897.0000 1369.0000
11.871100 -1.624800 2245.760010 2149.0000 898.0000 1390.0000
11.869300 -1.599900 2245.765381 2149.0000 899.0000 1362.0000
11.868900 -1.577600 2245.770264 2149.0000 900.0000 1452.0000
11.866500 -1.550700 2245.776367 2149.0000 901.0000 1473.0000
11.859800 -1.512700 2245.785400 2149.0000 902.0000 1420.0000
11.859700 -1.491300 2245.790039 2149.0000 903.0000 1397.0000
