//X Y Z Scalar_field Scalar_field_#2 Scalar_field_#3
11.679800 -1.661100 2251.543701 2006.0000 649.0000 1443.0000
11.675600 -1.668100 2251.542480 2006.0000 650.0000 1556.0000
11.675500 -1.675800 2251.542480 2006.0000 651.0000 1619.0000
11.671300 -1.682200 2251.541504 2006.0000 652.0000 1527.0000
11.672300 -1.689700 2251.541992 2006.0000 653.0000 1570.0000
11.670800 -1.696800 2251.541504 2006.0000 654.0000 1462.0000
11.669500 -1.711500 2251.541504 2006.0000 656.0000 1369.0000
11.670700 -1.719300 2251.541992 2006.0000 657.0000 1428.0000
11.673700 -1.727100 2251.543213 2006.0000 658.0000 1462.0000
11.678500 -1.734900 2251.544922 2006.0000 659.0000 1428.0000
11.699600 -1.775500 2251.552490 2006.0000 664.0000 1353.0000
11.723100 -1.794100 2251.560303 2006.0000 666.0000 1435.0000
11.665700 -1.606600 2251.530273 2007.0000 642.0000 1437.0000
11.666000 -1.637100 2251.531006 2007.0000 646.0000 1358.0000
11.650800 -1.641800 2251.526123 2007.0000 647.0000 1501.0000
11.684500 -1.653900 2251.537109 2007.0000 648.0000 1542.0000
11.679300 -1.660800 2251.535645 2007.0000 649.0000 1456.0000
11.677300 -1.668100 2251.535156 2007.0000 650.0000 1548.0000
11.675100 -1.675600 2251.534424 2007.0000 651.0000 1604.0000
11.671900 -1.682100 2251.533691 2007.0000 652.0000 1566.0000
11.669700 -1.689100 2251.533203 2007.0000 653.0000 1504.0000
11.670100 -1.696500 2251.533447 2007.0000 654.0000 1461.0000
11.696000 -1.767300 2251.543213 2007.0000 663.0000 1391.0000
11.700800 -1.775500 2251.544922 2007.0000 664.0000 1403.0000
11.662900 -1.562000 2251.520508 2008.0000 636.0000 1062.0000
11.633000 -1.601900 2251.511719 2008.0000 642.0000 1345.0000
11.654700 -1.642200 2251.519531 2008.0000 647.0000 1477.0000
11.682200 -1.653400 2251.528320 2008.0000 648.0000 1514.0000
11.679100 -1.660600 2251.527588 2008.0000 649.0000 1467.0000
11.676500 -1.667900 2251.526855 2008.0000 650.0000 1497.0000
11.673700 -1.675200 2251.526123 2008.0000 651.0000 1566.0000
11.672300 -1.682000 2251.525879 2008.0000 652.0000 1577.0000
11.669400 -1.688900 2251.524902 2008.0000 653.0000 1511.0000
11.669000 -1.696200 2251.524902 2008.0000 654.0000 1494.0000
11.680200 -1.757400 2251.529785 2008.0000 662.0000 1404.0000
11.783600 -1.825600 2251.564209 2008.0000 669.0000 1513.0000
11.676700 -1.652500 2251.518799 2009.0000 648.0000 1467.0000
11.677600 -1.660200 2251.519043 2009.0000 649.0000 1454.0000
11.676800 -1.667700 2251.519043 2009.0000 650.0000 1472.0000
11.672400 -1.674800 2251.517578 2009.0000 651.0000 1503.0000
11.671000 -1.681600 2251.517334 2009.0000 652.0000 1524.0000
11.669100 -1.688700 2251.516846 2009.0000 653.0000 1479.0000
11.668600 -1.696000 2251.517090 2009.0000 654.0000 1488.0000
11.760400 -1.814000 2251.548584 2009.0000 668.0000 1373.0000
11.805900 -1.828900 2251.563477 2009.0000 669.0000 1453.0000
11.632800 -1.624300 2251.496338 2010.0000 645.0000 1437.0000
11.642500 -1.655100 2251.500000 2010.0000 649.0000 1427.0000
11.674300 -1.667200 2251.510254 2010.0000 650.0000 1406.0000
11.670400 -1.674400 2251.509033 2010.0000 651.0000 1410.0000
11.670400 -1.681300 2251.509277 2010.0000 652.0000 1470.0000
11.668400 -1.688400 2251.508789 2010.0000 653.0000 1454.0000
11.665500 -1.695300 2251.508057 2010.0000 654.0000 1418.0000
11.674500 -1.726500 2251.511475 2010.0000 658.0000 1573.0000
11.754000 -1.812800 2251.538574 2010.0000 668.0000 1351.0000
11.608800 -1.598000 2251.480225 2011.0000 642.0000 1278.0000
11.650000 -1.626500 2251.493896 2011.0000 645.0000 1398.0000
11.638900 -1.632600 2251.490479 2011.0000 646.0000 1308.0000
11.604300 -1.634600 2251.479492 2011.0000 647.0000 1332.0000
11.669800 -1.674100 2251.500977 2011.0000 651.0000 1359.0000
11.671200 -1.681300 2251.501709 2011.0000 652.0000 1439.0000
11.668400 -1.688200 2251.500732 2011.0000 653.0000 1485.0000
11.710900 -1.783600 2251.516113 2011.0000 665.0000 1382.0000
11.719800 -1.792800 2251.519287 2011.0000 666.0000 1391.0000
11.735900 -1.802600 2251.524414 2011.0000 667.0000 1336.0000
11.752900 -1.812500 2251.530029 2011.0000 668.0000 1325.0000
11.601100 -1.596800 2251.469971 2012.0000 642.0000 1294.0000
11.628400 -1.615500 2251.479004 2012.0000 644.0000 1324.0000
11.657000 -1.627300 2251.488037 2012.0000 645.0000 1338.0000
11.674100 -1.637400 2251.493652 2012.0000 646.0000 1328.0000
11.674700 -1.644300 2251.493896 2012.0000 647.0000 1341.0000
11.663400 -1.650100 2251.490479 2012.0000 648.0000 1394.0000
11.665800 -1.673400 2251.491699 2012.0000 651.0000 1282.0000
11.670200 -1.681000 2251.493408 2012.0000 652.0000 1422.0000
11.656600 -1.686300 2251.489014 2012.0000 653.0000 1462.0000
11.694600 -1.766200 2251.502686 2012.0000 663.0000 1494.0000
11.703600 -1.775100 2251.505859 2012.0000 664.0000 1381.0000
11.715500 -1.784200 2251.509766 2012.0000 665.0000 1421.0000
11.721200 -1.792800 2251.511719 2012.0000 666.0000 1370.0000
11.739100 -1.802900 2251.517578 2012.0000 667.0000 1321.0000
11.752800 -1.812300 2251.522217 2012.0000 668.0000 1279.0000
11.648100 -1.618100 2251.477295 2013.0000 644.0000 1349.0000
11.682000 -1.630600 2251.488037 2013.0000 645.0000 1385.0000
11.687900 -1.639100 2251.490234 2013.0000 646.0000 1366.0000
11.661600 -1.642300 2251.481934 2013.0000 647.0000 1306.0000
11.668800 -1.650700 2251.484375 2013.0000 648.0000 1380.0000
11.655800 -1.656400 2251.480225 2013.0000 649.0000 1397.0000
11.661300 -1.672500 2251.482422 2013.0000 651.0000 1363.0000
11.668900 -1.680600 2251.484863 2013.0000 652.0000 1420.0000
11.625400 -1.740800 2251.472412 2013.0000 661.0000 1410.0000
11.692100 -1.758300 2251.493896 2013.0000 662.0000 1346.0000
11.694600 -1.766000 2251.494629 2013.0000 663.0000 1467.0000
11.701400 -1.774500 2251.497070 2013.0000 664.0000 1396.0000
11.715500 -1.784000 2251.501709 2013.0000 665.0000 1428.0000
11.723900 -1.793000 2251.504395 2013.0000 666.0000 1432.0000
11.743000 -1.803400 2251.510742 2013.0000 667.0000 1319.0000
11.758300 -1.812900 2251.515869 2013.0000 668.0000 1258.0000
11.600900 -1.611400 2251.454346 2014.0000 644.0000 1363.0000
11.671900 -1.629100 2251.477051 2014.0000 645.0000 1388.0000
11.678500 -1.637600 2251.479248 2014.0000 646.0000 1379.0000
11.654500 -1.641100 2251.471680 2014.0000 647.0000 1309.0000
11.665400 -1.650000 2251.475342 2014.0000 648.0000 1334.0000
11.660600 -1.657000 2251.473877 2014.0000 649.0000 1447.0000
11.664400 -1.672800 2251.475342 2014.0000 651.0000 1503.0000
11.664800 -1.679800 2251.475586 2014.0000 652.0000 1367.0000
11.678500 -1.733500 2251.480957 2014.0000 659.0000 1556.0000
11.679500 -1.741100 2251.481445 2014.0000 660.0000 1486.0000
11.680600 -1.748900 2251.481934 2014.0000 661.0000 1407.0000
11.691800 -1.758100 2251.485596 2014.0000 662.0000 1360.0000
11.693500 -1.765700 2251.486328 2014.0000 663.0000 1415.0000
11.699200 -1.774000 2251.488281 2014.0000 664.0000 1372.0000
11.714600 -1.783700 2251.493408 2014.0000 665.0000 1433.0000
11.717600 -1.791900 2251.494385 2014.0000 666.0000 1375.0000
11.742200 -1.803100 2251.502441 2014.0000 667.0000 1303.0000
11.737000 -1.809500 2251.500977 2014.0000 668.0000 1263.0000
11.604300 -1.604600 2251.447510 2015.0000 643.0000 1315.0000
11.613700 -1.620800 2251.450684 2015.0000 645.0000 1339.0000
11.674800 -1.636900 2251.470215 2015.0000 646.0000 1380.0000
11.669700 -1.643100 2251.468506 2015.0000 647.0000 1451.0000
11.674300 -1.651100 2251.470215 2015.0000 648.0000 1382.0000
11.657800 -1.656400 2251.465088 2015.0000 649.0000 1277.0000
11.665700 -1.672800 2251.468018 2015.0000 651.0000 1470.0000
11.654100 -1.678100 2251.464355 2015.0000 652.0000 1278.0000
11.619600 -1.702600 2251.454102 2015.0000 656.0000 1433.0000
11.670900 -1.717800 2251.470459 2015.0000 657.0000 1474.0000
11.674900 -1.725700 2251.471680 2015.0000 658.0000 1482.0000
11.677500 -1.733200 2251.472900 2015.0000 659.0000 1491.0000
11.678400 -1.740800 2251.473145 2015.0000 660.0000 1465.0000
11.680200 -1.748700 2251.473877 2015.0000 661.0000 1393.0000
11.683800 -1.756700 2251.475098 2015.0000 662.0000 1366.0000
11.656700 -1.760000 2251.466797 2015.0000 663.0000 1351.0000
11.697500 -1.773600 2251.479980 2015.0000 664.0000 1389.0000
11.710900 -1.782900 2251.484375 2015.0000 665.0000 1368.0000
11.716800 -1.791600 2251.486328 2015.0000 666.0000 1416.0000
11.715400 -1.798800 2251.486084 2015.0000 667.0000 1325.0000
11.726000 -1.807600 2251.489502 2015.0000 668.0000 1112.0000
11.603300 -1.582500 2251.438721 2016.0000 640.0000 1322.0000
11.607000 -1.589700 2251.440186 2016.0000 641.0000 1343.0000
11.616600 -1.598200 2251.443115 2016.0000 642.0000 1337.0000
11.675800 -1.614300 2251.461914 2016.0000 643.0000 1402.0000
11.682700 -1.637900 2251.464600 2016.0000 646.0000 1471.0000
11.676900 -1.643900 2251.462891 2016.0000 647.0000 1453.0000
11.677000 -1.651300 2251.463135 2016.0000 648.0000 1358.0000
11.662400 -1.656900 2251.458496 2016.0000 649.0000 1381.0000
11.658200 -1.671600 2251.457520 2016.0000 651.0000 1394.0000
11.665700 -1.702000 2251.460449 2016.0000 655.0000 1512.0000
11.668400 -1.709500 2251.461426 2016.0000 656.0000 1449.0000
11.670800 -1.717600 2251.462402 2016.0000 657.0000 1475.0000
11.674200 -1.725400 2251.463623 2016.0000 658.0000 1530.0000
11.675600 -1.732800 2251.464111 2016.0000 659.0000 1464.0000
11.677500 -1.740500 2251.465088 2016.0000 660.0000 1448.0000
11.682000 -1.748800 2251.466553 2016.0000 661.0000 1441.0000
11.671900 -1.754700 2251.463379 2016.0000 662.0000 1368.0000
11.625100 -1.755000 2251.448975 2016.0000 663.0000 1339.0000
11.663800 -1.768300 2251.461182 2016.0000 664.0000 1407.0000
11.709400 -1.782500 2251.475830 2016.0000 665.0000 1409.0000
11.723100 -1.792400 2251.480225 2016.0000 666.0000 1410.0000
11.683200 -1.793600 2251.468018 2016.0000 667.0000 1271.0000
11.689500 -1.801800 2251.469971 2016.0000 668.0000 1259.0000
11.673100 -1.591900 2251.452881 2017.0000 640.0000 1366.0000
11.607700 -1.589700 2251.432373 2017.0000 641.0000 1380.0000
11.671000 -1.605600 2251.452393 2017.0000 642.0000 1375.0000
11.709800 -1.618800 2251.464844 2017.0000 643.0000 1425.0000
11.609900 -1.619900 2251.433594 2017.0000 645.0000 1306.0000
11.646500 -1.632600 2251.445313 2017.0000 646.0000 1353.0000
11.662300 -1.641700 2251.450439 2017.0000 647.0000 1323.0000
11.679000 -1.651400 2251.455811 2017.0000 648.0000 1361.0000
11.664400 -1.701600 2251.452148 2017.0000 655.0000 1467.0000
11.670700 -1.709700 2251.454346 2017.0000 656.0000 1556.0000
11.669300 -1.717200 2251.454102 2017.0000 657.0000 1420.0000
11.674600 -1.725300 2251.455811 2017.0000 658.0000 1489.0000
11.674200 -1.732400 2251.455811 2017.0000 659.0000 1456.0000
11.676400 -1.740100 2251.456787 2017.0000 660.0000 1406.0000
11.683700 -1.748800 2251.458984 2017.0000 661.0000 1474.0000
11.676700 -1.755300 2251.457031 2017.0000 662.0000 1370.0000
11.656300 -1.759500 2251.450684 2017.0000 663.0000 1367.0000
11.629500 -1.762900 2251.442383 2017.0000 664.0000 1335.0000
11.655000 -1.774100 2251.450684 2017.0000 665.0000 1319.0000
11.723600 -1.792300 2251.472412 2017.0000 666.0000 1363.0000
11.707400 -1.797200 2251.467529 2017.0000 667.0000 1374.0000
11.689500 -1.594000 2251.450195 2018.0000 640.0000 1453.0000
11.719700 -1.612100 2251.459717 2018.0000 642.0000 1347.0000
11.713300 -1.619100 2251.458008 2018.0000 643.0000 1405.0000
11.603500 -1.618800 2251.423584 2018.0000 645.0000 1275.0000
11.613300 -1.627800 2251.427002 2018.0000 646.0000 1257.0000
11.661100 -1.641400 2251.442139 2018.0000 647.0000 1396.0000
11.680000 -1.651400 2251.448242 2018.0000 648.0000 1408.0000
11.666800 -1.701800 2251.445068 2018.0000 655.0000 1431.0000
11.671500 -1.709600 2251.446533 2018.0000 656.0000 1579.0000
11.670800 -1.717200 2251.446533 2018.0000 657.0000 1546.0000
11.673800 -1.725000 2251.447510 2018.0000 658.0000 1442.0000
11.675500 -1.732400 2251.448242 2018.0000 659.0000 1468.0000
11.679800 -1.740500 2251.449707 2018.0000 660.0000 1502.0000
11.683000 -1.748600 2251.450928 2018.0000 661.0000 1403.0000
11.686400 -1.756600 2251.452148 2018.0000 662.0000 1341.0000
11.691400 -1.764700 2251.453857 2018.0000 663.0000 1386.0000
11.666700 -1.768400 2251.446289 2018.0000 664.0000 1427.0000
11.614300 -1.767700 2251.429932 2018.0000 665.0000 1295.0000
11.674100 -1.784500 2251.448975 2018.0000 666.0000 1309.0000
11.696100 -1.795300 2251.456055 2018.0000 667.0000 1370.0000
11.618800 -1.576600 2251.419922 2019.0000 639.0000 1249.0000
11.653700 -1.588900 2251.430908 2019.0000 640.0000 1430.0000
11.662100 -1.596800 2251.433594 2019.0000 641.0000 1326.0000
11.723600 -1.612400 2251.453125 2019.0000 642.0000 1362.0000
11.709600 -1.618400 2251.448975 2019.0000 643.0000 1417.0000
11.645400 -1.616700 2251.428711 2019.0000 644.0000 1351.0000
11.605500 -1.618900 2251.416504 2019.0000 645.0000 1252.0000
11.629400 -1.629900 2251.424072 2019.0000 646.0000 1250.0000
11.642700 -1.638600 2251.428467 2019.0000 647.0000 1364.0000
11.679900 -1.651200 2251.440186 2019.0000 648.0000 1450.0000
11.636700 -1.689600 2251.427490 2019.0000 654.0000 1441.0000
11.669500 -1.702000 2251.437988 2019.0000 655.0000 1459.0000
11.670600 -1.709300 2251.438477 2019.0000 656.0000 1556.0000
11.672100 -1.717200 2251.438965 2019.0000 657.0000 1565.0000
11.674700 -1.725000 2251.439941 2019.0000 658.0000 1486.0000
11.677000 -1.732400 2251.440918 2019.0000 659.0000 1424.0000
11.681000 -1.740500 2251.442139 2019.0000 660.0000 1484.0000
11.683600 -1.748500 2251.443115 2019.0000 661.0000 1419.0000
11.689100 -1.756800 2251.445068 2019.0000 662.0000 1334.0000
11.697200 -1.765400 2251.447754 2019.0000 663.0000 1392.0000
11.704200 -1.773900 2251.450195 2019.0000 664.0000 1434.0000
11.672000 -1.776300 2251.440186 2019.0000 665.0000 1315.0000
11.644900 -1.779900 2251.431885 2019.0000 666.0000 1303.0000
11.634800 -1.578600 2251.416992 2020.0000 639.0000 1308.0000
11.622200 -1.584400 2251.413086 2020.0000 640.0000 1369.0000
11.725600 -1.605300 2251.445801 2020.0000 641.0000 1321.0000
11.723700 -1.612300 2251.445313 2020.0000 642.0000 1318.0000
11.702800 -1.617300 2251.438721 2020.0000 643.0000 1419.0000
11.695000 -1.623400 2251.436523 2020.0000 644.0000 1513.0000
11.629400 -1.622100 2251.416016 2020.0000 645.0000 1301.0000
11.634900 -1.630500 2251.417969 2020.0000 646.0000 1230.0000
11.650700 -1.639600 2251.423096 2020.0000 647.0000 1370.0000
11.674100 -1.650200 2251.430420 2020.0000 648.0000 1458.0000
11.676400 -1.658200 2251.431396 2020.0000 649.0000 1563.0000
11.661300 -1.693000 2251.427246 2020.0000 654.0000 1500.0000
11.666400 -1.701400 2251.428955 2020.0000 655.0000 1472.0000
11.670200 -1.709100 2251.430420 2020.0000 656.0000 1523.0000
11.671100 -1.716900 2251.430664 2020.0000 657.0000 1522.0000
11.675100 -1.724800 2251.432129 2020.0000 658.0000 1460.0000
11.677300 -1.732300 2251.433105 2020.0000 659.0000 1413.0000
11.680100 -1.740100 2251.434082 2020.0000 660.0000 1429.0000
11.673700 -1.746800 2251.432129 2020.0000 661.0000 1476.0000
11.692500 -1.757100 2251.438232 2020.0000 662.0000 1338.0000
11.697100 -1.765200 2251.439697 2020.0000 663.0000 1371.0000
11.705100 -1.773900 2251.442383 2020.0000 664.0000 1400.0000
11.707000 -1.781400 2251.443115 2020.0000 665.0000 1279.0000
11.667300 -1.783100 2251.430908 2020.0000 666.0000 1439.0000
11.616300 -1.517300 2251.402344 2021.0000 631.0000 1257.0000
11.667600 -1.568300 2251.419189 2021.0000 637.0000 1072.0000
11.683600 -1.592600 2251.424561 2021.0000 640.0000 1367.0000
11.734800 -1.606400 2251.440674 2021.0000 641.0000 1331.0000
11.723700 -1.612100 2251.437256 2021.0000 642.0000 1359.0000
11.700400 -1.616800 2251.430176 2021.0000 643.0000 1424.0000
11.702400 -1.624200 2251.430908 2021.0000 644.0000 1467.0000
11.664700 -1.626900 2251.419189 2021.0000 645.0000 1334.0000
11.629400 -1.629500 2251.408203 2021.0000 646.0000 1291.0000
11.679200 -1.643400 2251.424072 2021.0000 647.0000 1407.0000
11.671800 -1.649700 2251.421875 2021.0000 648.0000 1480.0000
11.676000 -1.657900 2251.423096 2021.0000 649.0000 1568.0000
11.670700 -1.664700 2251.421631 2021.0000 650.0000 1498.0000
11.664000 -1.693200 2251.420166 2021.0000 654.0000 1448.0000
11.664000 -1.700900 2251.420410 2021.0000 655.0000 1478.0000
11.667100 -1.708500 2251.421387 2021.0000 656.0000 1453.0000
11.668600 -1.716400 2251.422119 2021.0000 657.0000 1475.0000
11.672600 -1.724300 2251.423340 2021.0000 658.0000 1426.0000
11.678800 -1.732400 2251.425537 2021.0000 659.0000 1474.0000
11.680000 -1.740000 2251.426025 2021.0000 660.0000 1467.0000
11.662400 -1.745000 2251.420654 2021.0000 661.0000 1478.0000
11.682800 -1.755500 2251.427246 2021.0000 662.0000 1338.0000
11.695200 -1.764700 2251.431152 2021.0000 663.0000 1397.0000
11.683300 -1.770400 2251.427734 2021.0000 664.0000 1338.0000
11.646500 -1.772100 2251.416260 2021.0000 665.0000 1316.0000
11.610800 -1.774300 2251.405273 2021.0000 666.0000 1383.0000
11.612700 -1.524200 2251.393555 2022.0000 632.0000 978.0000
11.685600 -1.592700 2251.417236 2022.0000 640.0000 1382.0000
11.733900 -1.606100 2251.432373 2022.0000 641.0000 1311.0000
11.721500 -1.611600 2251.428711 2022.0000 642.0000 1397.0000
11.707300 -1.617600 2251.424316 2022.0000 643.0000 1462.0000
11.700000 -1.623700 2251.422119 2022.0000 644.0000 1393.0000
11.688400 -1.630000 2251.418701 2022.0000 645.0000 1370.0000
11.632500 -1.629800 2251.401367 2022.0000 646.0000 1294.0000
11.665400 -1.641300 2251.411621 2022.0000 647.0000 1350.0000
11.677200 -1.650300 2251.415527 2022.0000 648.0000 1473.0000
11.676900 -1.657900 2251.415527 2022.0000 649.0000 1602.0000
11.654700 -1.662300 2251.408691 2022.0000 650.0000 1450.0000
11.664200 -1.693000 2251.412354 2022.0000 654.0000 1383.0000
11.666700 -1.701100 2251.413086 2022.0000 655.0000 1575.0000
11.666000 -1.708100 2251.413086 2022.0000 656.0000 1508.0000
11.670100 -1.716400 2251.414551 2022.0000 657.0000 1491.0000
11.671900 -1.724000 2251.415283 2022.0000 658.0000 1492.0000
11.664900 -1.730100 2251.413086 2022.0000 659.0000 1393.0000
11.660700 -1.736900 2251.412109 2022.0000 660.0000 1406.0000
11.636100 -1.740900 2251.404541 2022.0000 661.0000 1427.0000
11.634200 -1.748000 2251.404053 2022.0000 662.0000 1302.0000
11.639500 -1.756100 2251.406006 2022.0000 663.0000 1300.0000
11.611200 -1.759300 2251.397217 2022.0000 664.0000 1274.0000
11.604300 -1.595300 2251.384277 2023.0000 642.0000 1337.0000
11.672100 -1.612500 2251.405518 2023.0000 643.0000 1468.0000
11.701400 -1.623800 2251.414551 2023.0000 644.0000 1436.0000
11.691500 -1.630200 2251.411621 2023.0000 645.0000 1430.0000
11.640400 -1.630700 2251.395996 2023.0000 646.0000 1335.0000
11.646100 -1.638400 2251.397705 2023.0000 647.0000 1251.0000
11.678200 -1.650300 2251.407959 2023.0000 648.0000 1443.0000
11.677300 -1.657800 2251.407715 2023.0000 649.0000 1570.0000
11.660900 -1.685000 2251.403320 2023.0000 653.0000 1440.0000
11.665000 -1.693000 2251.404541 2023.0000 654.0000 1398.0000
11.664900 -1.700600 2251.404785 2023.0000 655.0000 1509.0000
11.661500 -1.707300 2251.403809 2023.0000 656.0000 1443.0000
11.653800 -1.713800 2251.401611 2023.0000 657.0000 1467.0000
11.643700 -1.719700 2251.398682 2023.0000 658.0000 1374.0000
11.640800 -1.726400 2251.397705 2023.0000 659.0000 1328.0000
11.643500 -1.734200 2251.398682 2023.0000 660.0000 1333.0000
11.636800 -1.740800 2251.396973 2023.0000 661.0000 1417.0000
11.638300 -1.748500 2251.397461 2023.0000 662.0000 1359.0000
11.618200 -1.752800 2251.391357 2023.0000 663.0000 1313.0000
11.616000 -1.767100 2251.391113 2023.0000 665.0000 1320.0000
11.597100 -1.506400 2251.372803 2024.0000 630.0000 1217.0000
11.602600 -1.515000 2251.374512 2024.0000 631.0000 1275.0000
11.601400 -1.558900 2251.375000 2024.0000 637.0000 1310.0000
11.610200 -1.574600 2251.377686 2024.0000 639.0000 1273.0000
11.628600 -1.635700 2251.384521 2024.0000 647.0000 1297.0000
11.678400 -1.650100 2251.400146 2024.0000 648.0000 1493.0000
11.676000 -1.657400 2251.399414 2024.0000 649.0000 1558.0000
11.658500 -1.684500 2251.394531 2024.0000 653.0000 1433.0000
11.654100 -1.691200 2251.393311 2024.0000 654.0000 1389.0000
11.648400 -1.698100 2251.391602 2024.0000 655.0000 1371.0000
11.648900 -1.705300 2251.392090 2024.0000 656.0000 1349.0000
11.642600 -1.712000 2251.390137 2024.0000 657.0000 1361.0000
11.643400 -1.719500 2251.390625 2024.0000 658.0000 1375.0000
11.652800 -1.728000 2251.393555 2024.0000 659.0000 1421.0000
11.662100 -1.736800 2251.396729 2024.0000 660.0000 1394.0000
11.674100 -1.746200 2251.400391 2024.0000 661.0000 1499.0000
11.685800 -1.755400 2251.404297 2024.0000 662.0000 1407.0000
11.650700 -1.757500 2251.393555 2024.0000 663.0000 1323.0000
11.675100 -1.768600 2251.401367 2024.0000 664.0000 1346.0000
11.665100 -1.774400 2251.398193 2024.0000 665.0000 1375.0000
11.680300 -1.784400 2251.403320 2024.0000 666.0000 1430.0000
11.665800 -1.789600 2251.398926 2024.0000 667.0000 1364.0000
11.610800 -1.515900 2251.369141 2025.0000 631.0000 1334.0000
11.598000 -1.550400 2251.365723 2025.0000 636.0000 1366.0000
11.616700 -1.560800 2251.371582 2025.0000 637.0000 1360.0000
11.633000 -1.570100 2251.376953 2025.0000 638.0000 1340.0000
11.679600 -1.583900 2251.391357 2025.0000 639.0000 1294.0000
11.637900 -1.585700 2251.378662 2025.0000 640.0000 1260.0000
11.633300 -1.591800 2251.377197 2025.0000 641.0000 1290.0000
11.655200 -1.683900 2251.385498 2025.0000 653.0000 1359.0000
11.653200 -1.690900 2251.385254 2025.0000 654.0000 1383.0000
11.621500 -1.694000 2251.375488 2025.0000 655.0000 1275.0000
11.652800 -1.705700 2251.385254 2025.0000 656.0000 1357.0000
11.660400 -1.714500 2251.387695 2025.0000 657.0000 1401.0000
11.668400 -1.723000 2251.390381 2025.0000 658.0000 1407.0000
11.625500 -1.723700 2251.377197 2025.0000 659.0000 1431.0000
11.680100 -1.739300 2251.394287 2025.0000 660.0000 1475.0000
11.681600 -1.747100 2251.395020 2025.0000 661.0000 1415.0000
11.690300 -1.755900 2251.397705 2025.0000 662.0000 1420.0000
11.649700 -1.757100 2251.385254 2025.0000 663.0000 1299.0000
11.699400 -1.772100 2251.400879 2025.0000 664.0000 1379.0000
11.686400 -1.777400 2251.396973 2025.0000 665.0000 1346.0000
11.698600 -1.787000 2251.400879 2025.0000 666.0000 1400.0000
11.725400 -1.798500 2251.409424 2025.0000 667.0000 1310.0000
11.595800 -1.505900 2251.356689 2026.0000 630.0000 1273.0000
11.594300 -1.513600 2251.356201 2026.0000 631.0000 1339.0000
11.603600 -1.522300 2251.359375 2026.0000 632.0000 1306.0000
11.622700 -1.553500 2251.365479 2026.0000 636.0000 1430.0000
11.621000 -1.561200 2251.365234 2026.0000 637.0000 1381.0000
11.629200 -1.569400 2251.367920 2026.0000 638.0000 1363.0000
11.675300 -1.597400 2251.382324 2026.0000 641.0000 1328.0000
11.663800 -1.603000 2251.378906 2026.0000 642.0000 1310.0000
11.663700 -1.684900 2251.380371 2026.0000 653.0000 1542.0000
11.663500 -1.692200 2251.380371 2026.0000 654.0000 1424.0000
11.667200 -1.707600 2251.381836 2026.0000 656.0000 1405.0000
11.668000 -1.715400 2251.382080 2026.0000 657.0000 1387.0000
11.623600 -1.723300 2251.368896 2026.0000 659.0000 1141.0000
11.679800 -1.739100 2251.386230 2026.0000 660.0000 1493.0000
11.682400 -1.747100 2251.387207 2026.0000 661.0000 1459.0000
11.691500 -1.755900 2251.390137 2026.0000 662.0000 1453.0000
11.655100 -1.757800 2251.379150 2026.0000 663.0000 1331.0000
11.678300 -1.768700 2251.386475 2026.0000 664.0000 1346.0000
11.717000 -1.781900 2251.398438 2026.0000 665.0000 1379.0000
11.695800 -1.786400 2251.392090 2026.0000 666.0000 1378.0000
11.699400 -1.794400 2251.393311 2026.0000 667.0000 1319.0000
11.629700 -1.510100 2251.359131 2027.0000 630.0000 1360.0000
11.596900 -1.513800 2251.349121 2027.0000 631.0000 1339.0000
11.594400 -1.520900 2251.348633 2027.0000 632.0000 1319.0000
11.603400 -1.543400 2251.351807 2027.0000 635.0000 1484.0000
11.616500 -1.552500 2251.355713 2027.0000 636.0000 1399.0000
11.593200 -1.557200 2251.348633 2027.0000 637.0000 1370.0000
11.644400 -1.593000 2251.364990 2027.0000 641.0000 1299.0000
11.650600 -1.601000 2251.366943 2027.0000 642.0000 1276.0000
11.665700 -1.677700 2251.372803 2027.0000 652.0000 1553.0000
11.665200 -1.685000 2251.372803 2027.0000 653.0000 1492.0000
11.664500 -1.692200 2251.372803 2027.0000 654.0000 1485.0000
11.666900 -1.707400 2251.373779 2027.0000 656.0000 1383.0000
11.674700 -1.730700 2251.376709 2027.0000 659.0000 1367.0000
11.679500 -1.738800 2251.378418 2027.0000 660.0000 1493.0000
11.682300 -1.746900 2251.379395 2027.0000 661.0000 1441.0000
11.691700 -1.755800 2251.382324 2027.0000 662.0000 1393.0000
11.675300 -1.760700 2251.377441 2027.0000 663.0000 1402.0000
11.684300 -1.769500 2251.380371 2027.0000 664.0000 1352.0000
11.699100 -1.779000 2251.385010 2027.0000 665.0000 1372.0000
11.719900 -1.789900 2251.391602 2027.0000 666.0000 1354.0000
11.701800 -1.794600 2251.386230 2027.0000 667.0000 1360.0000
11.628300 -1.509800 2251.350830 2028.0000 630.0000 1401.0000
11.627200 -1.517600 2251.350586 2028.0000 631.0000 1374.0000
11.593100 -1.527800 2251.340332 2028.0000 633.0000 1314.0000
11.593400 -1.549300 2251.340820 2028.0000 636.0000 1342.0000
11.626600 -1.583700 2251.351563 2028.0000 640.0000 1347.0000
11.665000 -1.610700 2251.363770 2028.0000 643.0000 1285.0000
11.598900 -1.608700 2251.343506 2028.0000 644.0000 1322.0000
11.656300 -1.639000 2251.361572 2028.0000 647.0000 1338.0000
11.653400 -1.645900 2251.360596 2028.0000 648.0000 1303.0000
